Base||0.0||30.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||0.0||35.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||0.0||25.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||0.0||20.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||0.0||10.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||0.0||15.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||0.0||5.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||0.0||0.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||5.0||0.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||5.0||5.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||5.0||15.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||5.0||10.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||5.0||20.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||5.0||25.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||5.0||35.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||5.0||30.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||10.0||30.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||10.0||35.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||10.0||25.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||10.0||20.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||10.0||10.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||10.0||15.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||10.0||5.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||10.0||0.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||35.0||0.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||35.0||5.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||35.0||15.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||35.0||10.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||35.0||20.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||35.0||25.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||35.0||35.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||35.0||30.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||30.0||30.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||30.0||35.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||30.0||25.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||30.0||20.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||30.0||10.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||30.0||15.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||30.0||5.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||30.0||0.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||25.0||0.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||25.0||5.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||25.0||15.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||25.0||10.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||25.0||20.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||25.0||25.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||25.0||35.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||25.0||30.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||20.0||30.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||20.0||35.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||20.0||25.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||20.0||20.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||20.0||10.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||20.0||15.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||20.0||5.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||20.0||0.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||15.0||0.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||15.0||5.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||15.0||15.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||15.0||10.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||15.0||20.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||15.0||25.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||15.0||35.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||15.0||30.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||40.0||30.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||40.0||35.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||40.0||25.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||40.0||20.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||40.0||10.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||40.0||15.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||40.0||5.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||40.0||0.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||45.0||0.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||45.0||5.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||45.0||15.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||45.0||10.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||45.0||20.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||45.0||25.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||45.0||35.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||45.0||30.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||50.0||30.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||50.0||35.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||50.0||25.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||50.0||20.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||50.0||10.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||50.0||15.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||50.0||5.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||50.0||0.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||55.0||0.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||55.0||5.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||55.0||15.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||55.0||10.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||55.0||20.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||55.0||25.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||55.0||35.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||55.0||30.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||60.0||30.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||60.0||35.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||60.0||25.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||60.0||20.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||60.0||10.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||60.0||15.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||60.0||5.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||60.0||0.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||60.0||40.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||55.0||40.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||50.0||40.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||45.0||40.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||40.0||40.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||15.0||40.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||20.0||40.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||25.0||40.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||30.0||40.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||35.0||40.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||10.0||40.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||5.0||40.0||0.0||1.0000||0.0000||0.0000||0.0000
Base||0.0||40.0||0.0||1.0000||0.0000||0.0000||0.0000
ArchIntersection||10.0||5.0||3.0||1.0000||0.0000||0.0000||0.0000
Intersection||15.0||15.0||3.0||1.0000||0.0000||0.0000||0.0000
Path||20.0||15.0||3.0||1.0000||0.0000||0.0000||0.0000
TIntersection||25.0||15.0||3.0||1.0000||0.0000||0.0000||0.0000
Steps||25.0||20.0||3.0||0.7071||0.0000||0.0000||0.7071
TIntersection||30.0||15.0||3.0||0.7071||0.0000||-0.0000||-0.7071
Path||30.0||20.0||3.0||0.7071||0.0000||0.0000||0.7071
Path||30.0||10.0||3.0||0.7071||0.0000||0.0000||0.7071
Wall||10.0||10.0||3.0||1.0000||0.0000||0.0000||0.0000
Wall||20.0||10.0||3.0||1.0000||0.0000||0.0000||0.0000
Wall||25.0||10.0||3.0||1.0000||0.0000||0.0000||0.0000
Wall||20.0||20.0||3.0||1.0000||0.0000||0.0000||0.0000
Wall||20.0||25.0||3.0||1.0000||0.0000||0.0000||0.0000
Wall||25.0||25.0||3.0||1.0000||0.0000||0.0000||0.0000
Steps||25.0||25.0||6.0||0.7071||0.0000||0.0000||0.7071
Wall||20.0||20.0||6.0||1.0000||0.0000||0.0000||0.0000
Wall||20.0||25.0||6.0||1.0000||0.0000||0.0000||0.0000
PathCorner||30.0||25.0||3.0||0.0000||0.0000||-0.0000||-1.0000
Wall||30.0||30.0||3.0||1.0000||0.0000||0.0000||0.0000
Wall||30.0||30.0||6.0||1.0000||0.0000||0.0000||0.0000
Wall||25.0||30.0||6.0||1.0000||0.0000||0.0000||0.0000
Wall||25.0||30.0||3.0||1.0000||0.0000||0.0000||0.0000
Wall||20.0||30.0||3.0||1.0000||0.0000||0.0000||0.0000
Wall||20.0||30.0||6.0||1.0000||0.0000||0.0000||0.0000
Wall||20.0||25.0||9.0||1.0000||0.0000||0.0000||0.0000
Wall||20.0||20.0||9.0||1.0000||0.0000||0.0000||0.0000
RoofCorner||20.0||25.0||12.0||0.7071||0.0000||0.0000||0.7071
RoofCorner||20.0||20.0||12.0||0.0000||0.0000||-0.0000||-1.0000
Wall||15.0||20.0||9.0||1.0000||0.0000||0.0000||0.0000
Wall||15.0||25.0||9.0||1.0000||0.0000||0.0000||0.0000
Roof||15.0||20.0||12.0||0.7071||0.0000||0.0000||0.7071
Roof||15.0||25.0||12.0||0.7071||0.0000||-0.0000||-0.7071
Roof||10.0||20.0||9.0||0.7071||0.0000||0.0000||0.7071
Roof||10.0||25.0||9.0||0.7071||0.0000||-0.0000||-0.7071
Wall||10.0||20.0||6.0||1.0000||0.0000||0.0000||0.0000
Wall||10.0||25.0||6.0||1.0000||0.0000||0.0000||0.0000
Wall||10.0||25.0||3.0||1.0000||0.0000||0.0000||0.0000
Wall||10.0||20.0||3.0||1.0000||0.0000||0.0000||0.0000
Roof||5.0||25.0||9.0||0.7071||0.0000||-0.0000||-0.7071
Roof||5.0||20.0||9.0||0.7071||0.0000||0.0000||0.7071
Wall||5.0||20.0||3.0||1.0000||0.0000||0.0000||0.0000
Wall||5.0||25.0||3.0||1.0000||0.0000||0.0000||0.0000
Wall||5.0||25.0||6.0||1.0000||0.0000||0.0000||0.0000
Wall||5.0||20.0||6.0||1.0000||0.0000||0.0000||0.0000
Wall||0.0||20.0||6.0||1.0000||0.0000||0.0000||0.0000
Wall||0.0||25.0||6.0||1.0000||0.0000||0.0000||0.0000
Wall||0.0||25.0||3.0||1.0000||0.0000||0.0000||0.0000
Wall||0.0||20.0||3.0||1.0000||0.0000||0.0000||0.0000
RoofCorner||0.0||25.0||9.0||1.0000||0.0000||0.0000||0.0000
RoofCorner||0.0||20.0||9.0||0.7071||0.0000||-0.0000||-0.7071
Path||15.0||20.0||3.0||0.7071||0.0000||0.0000||0.7071
Path||15.0||25.0||3.0||0.7071||0.0000||0.0000||0.7071
Archway||15.0||20.0||6.0||1.0000||0.0000||0.0000||0.0000
Archway||15.0||25.0||6.0||1.0000||0.0000||0.0000||0.0000
Wall||30.0||35.0||6.0||1.0000||0.0000||0.0000||0.0000
Wall||30.0||35.0||3.0||1.0000||0.0000||0.0000||0.0000
Wall||25.0||35.0||3.0||1.0000||0.0000||0.0000||0.0000
Wall||25.0||35.0||6.0||1.0000||0.0000||0.0000||0.0000
Wall||20.0||35.0||6.0||1.0000||0.0000||0.0000||0.0000
